"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","spend_share","spend_share_refresh","mean_spend","total_spend","mean_exposure","mean_exposure_refresh","effect_share","effect_share_refresh","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","mean_response","mean_spend_adstocked","mean_carryover","roi_mean","roi_total","cpa_mean","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"324","conversion_rate",4456.85696230479,14539.6044681269,0.00184904874352668,139.803889116605,0.00183268287751004,14539.6044681269,0.00184904874352668,139.803889116605,0.00183268287751004,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.70147458032,-0.141778338055103,-0.186897822672107,-0.335215111288164,0.21707364135402,0.25692145857631,0.266384473262282,0.25692145857631,0.241714360526209,0,122187.380422479,0.5372853604,227396.58932533,1e-04,"1_33_1",1,33,1,129,6,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,NA
"325","tv_spend",263.072750173919,12232.8275312536,0.0015556884250894,117.62334164667,0.00154191908103193,12232.8275312536,0.0015556884250894,117.62334164667,0.00154191908103193,TRUE,0.454681081787487,0.454681081787487,14622.0533653846,1520693.55,NA,NA,0.471490421599092,0.471490421599092,0.70147458032,-0.141778338055103,-0.186897822672107,-0.335215111288164,0.21707364135402,0.25692145857631,0.266384473262282,0.25692145857631,0.241714360526209,0,122187.380422479,0.5372853604,227396.58932533,1e-04,"1_33_1",1,33,1,129,6,117.62334164667,32045.2564076063,17423.2030422217,0.00804424239930106,0.00804424239930106,124.312514511856,124.312514511856,4,FALSE,0.00981937567430092,0.00186870953860166,0,0.0223205983386406,0.628405461797018
"326","digital_spend",76.7322327058577,2338.05248634673,0.000297337731686987,22.4812739071801,0.0002947060057817,2338.05248634673,0.000297337731686987,22.4812739071801,0.0002947060057817,TRUE,0.279919317879686,0.279919317879686,9001.90346153846,936197.96,NA,NA,0.0901156621142561,0.0901156621142561,0.70147458032,-0.141778338055103,-0.186897822672107,-0.335215111288164,0.21707364135402,0.25692145857631,0.266384473262282,0.25692145857631,0.241714360526209,0,122187.380422479,0.5372853604,227396.58932533,1e-04,"1_33_1",1,33,1,129,6,22.4812739071801,10798.007048199,1796.10358666058,0.00249739113546747,0.00249739113546747,400.417854375389,400.417854375389,4,FALSE,0.00874021521320259,0.00488136858736928,0,0.041363462933017,0.0484203170193901
"327","social_spend",160.941997748537,3207.74730911622,0.000407939648184703,30.8437241261175,0.000404328988569354,3207.74730911622,0.000407939648184703,30.8437241261175,0.000404328988569354,TRUE,0.123629892191629,0.123629892191629,3975.80403846154,413483.62,NA,NA,0.123636348775005,0.123636348775005,0.70147458032,-0.141778338055103,-0.186897822672107,-0.335215111288164,0.21707364135402,0.25692145857631,0.266384473262282,0.25692145857631,0.241714360526209,0,122187.380422479,0.5372853604,227396.58932533,1e-04,"1_33_1",1,33,1,129,6,30.8437241261175,4836.01247693081,860.208438469275,0.00775785824143704,0.00775785824143703,128.90155618708,128.90155618708,4,FALSE,0.0166687865531553,0.00593935873549652,0,0.0563281101920656,0.0488569959829257
"328","search_spend",204.917550667196,3087.44297470791,0.00039264015507496,29.6869516798838,0.000389164910740162,3087.44297470791,0.00039264015507496,29.6869516798838,0.000389164910740162,TRUE,0.0923196134107861,0.0923196134107861,2968.89923076923,308765.52,NA,NA,0.118999453404294,0.118999453404294,0.70147458032,-0.141778338055103,-0.186897822672107,-0.335215111288164,0.21707364135402,0.25692145857631,0.266384473262282,0.25692145857631,0.241714360526209,0,122187.380422479,0.5372853604,227396.58932533,1e-04,"1_33_1",1,33,1,129,6,29.6869516798838,3593.88121642066,624.981985651428,0.00999931266518332,0.00999931266518332,100.006873820628,100.006873820628,4,FALSE,0.0152103107919573,0.00347792501090178,0,0.0384354324755051,0.0680842277028879
"329","radio_spend",155.58202019097,5078.94781742757,0.000645906296889922,48.8360367060344,0.000640189402756543,5078.94781742757,0.000645906296889922,48.8360367060344,0.000640189402756543,TRUE,0.0494500947304111,0.0494500947304111,1590.26173076923,165387.22,NA,NA,0.195758114107353,0.195758114107353,0.70147458032,-0.141778338055103,-0.186897822672107,-0.335215111288164,0.21707364135402,0.25692145857631,0.266384473262282,0.25692145857631,0.241714360526209,0,122187.380422479,0.5372853604,227396.58932533,1e-04,"1_33_1",1,33,1,129,6,48.8360367060344,2944.77378814445,1354.51205737522,0.0307094333977412,0.0307094333977412,32.5632839606071,32.5632839606071,4,FALSE,0.114996361363408,0.0533607816535716,0,0.471408775137549,0.495184947478704
"330","nps_score",811.329579013113,49230.9099140851,0.00626085477901871,473.37413378928,0.00620544017146888,49230.9099140851,0.00626085477901871,473.37413378928,0.00620544017146888,TRUE,NA,NA,NA,NA,41.3673076923077,41.3673076923077,NA,NA,0.70147458032,-0.141778338055103,-0.186897822672107,-0.335215111288164,0.21707364135402,0.25692145857631,0.266384473262282,0.25692145857631,0.241714360526209,0,122187.380422479,0.5372853604,227396.58932533,1e-04,"1_33_1",1,33,1,129,6,473.37413378928,58.0775875924835,16.7102799001758,NA,NA,NA,NA,4,FALSE,NA,NA,NA,NA,0.454000303025505
"331","(Intercept)",3542.67423969801,368438.120928593,0.0469326968678819,3542.67423969801,0.0461459085673363,368438.120928593,0.0469326968678819,3542.67423969801,0.0461459085673363,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.67476842978,-0.0635207292212085,-0.275102257630727,-0.260995756841157,0.208934149091215,0.230642902447572,0.258169683512073,0.230642902447572,0.38066498269994,0,59988.9316530411,0.2637338994,227396.58932533,1e-04,"1_33_4",1,33,4,132,5,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"332","trend",1,7348068.39648115,0.93601787390331,70654.5038123188,0.920326299341512,7348068.39648115,0.93601787390331,70654.5038123188,0.920326299341512,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.67476842978,-0.0635207292212085,-0.275102257630727,-0.260995756841157,0.208934149091215,0.230642902447572,0.258169683512073,0.230642902447572,0.38066498269994,0,59988.9316530411,0.2637338994,227396.58932533,1e-04,"1_33_4",1,33,4,132,5,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"333","season",0.060926160565324,68.3814710614412,8.71062648082621e-06,0.65751414482155,8.56459994787779e-06,68.3814710614412,8.71062648082621e-06,0.65751414482155,8.56459994787779e-06,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.67476842978,-0.0635207292212085,-0.275102257630727,-0.260995756841157,0.208934149091215,0.230642902447572,0.258169683512073,0.230642902447572,0.38066498269994,0,59988.9316530411,0.2637338994,227396.58932533,1e-04,"1_33_4",1,33,4,132,5,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"334","weekday",0,0,0,0,0,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.67476842978,-0.0635207292212085,-0.275102257630727,-0.260995756841157,0.208934149091215,0.230642902447572,0.258169683512073,0.230642902447572,0.38066498269994,0,59988.9316530411,0.2637338994,227396.58932533,1e-04,"1_33_4",1,33,4,132,5,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"335","holiday",0.0389505251302776,-75.8286645839533,-9.65927119551428e-06,-3.15952769099805,-4.11551461071373e-05,-75.8286645839533,-9.65927119551428e-06,-3.15952769099805,-4.11551461071373e-05,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.67476842978,-0.0635207292212085,-0.275102257630727,-0.260995756841157,0.208934149091215,0.230642902447572,0.258169683512073,0.230642902447572,0.38066498269994,0,59988.9316530411,0.2637338994,227396.58932533,1e-04,"1_33_4",1,33,4,132,5,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"336","bounce_rate",-2842.54520021191,-134101.333637797,-0.0170822096946402,0,0,-134101.333637797,-0.0170822096946402,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.67476842978,-0.0635207292212085,-0.275102257630727,-0.260995756841157,0.208934149091215,0.230642902447572,0.258169683512073,0.230642902447572,0.38066498269994,0,59988.9316530411,0.2637338994,227396.58932533,1e-04,"1_33_4",1,33,4,132,5,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"337","session_duration",3.34273555276835,63438.3684657267,0.00808095999808875,609.984312170449,0.00794548930903862,63438.3684657267,0.00808095999808875,609.984312170449,0.00794548930903862,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.67476842978,-0.0635207292212085,-0.275102257630727,-0.260995756841157,0.208934149091215,0.230642902447572,0.258169683512073,0.230642902447572,0.38066498269994,0,59988.9316530411,0.2637338994,227396.58932533,1e-04,"1_33_4",1,33,4,132,5,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"338","pages_per_session",194.653239145571,71790.0611292781,0.00914482238866949,690.289049319981,0.00899151691623464,71790.0611292781,0.00914482238866949,690.289049319981,0.00899151691623464,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.67476842978,-0.0635207292212085,-0.275102257630727,-0.260995756841157,0.208934149091215,0.230642902447572,0.258169683512073,0.230642902447572,0.38066498269994,0,59988.9316530411,0.2637338994,227396.58932533,1e-04,"1_33_4",1,33,4,132,5,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"339","conversion_rate",9014.26831883347,29407.2475365304,0.00374597892007553,282.761995543562,0.00368318064541634,29407.2475365304,0.00374597892007553,282.761995543562,0.00368318064541634,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.67476842978,-0.0635207292212085,-0.275102257630727,-0.260995756841157,0.208934149091215,0.230642902447572,0.258169683512073,0.230642902447572,0.38066498269994,0,59988.9316530411,0.2637338994,227396.58932533,1e-04,"1_33_4",1,33,4,132,5,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"340","tv_spend",357.581832027919,11398.8181975015,0.00145201391692885,109.604021129822,0.00142767209047714,11398.8181975015,0.00145201391692885,109.604021129822,0.00142767209047714,TRUE,0.454681081787487,0.454681081787487,14622.0533653846,1520693.55,NA,NA,0.309537119697414,0.309537119697414,0.67476842978,-0.0635207292212085,-0.275102257630727,-0.260995756841157,0.208934149091215,0.230642902447572,0.258169683512073,0.230642902447572,0.38066498269994,0,59988.9316530411,0.2637338994,227396.58932533,1e-04,"1_33_4",1,33,4,132,5,109.604021129822,25296.2160023531,10674.1626369685,0.00749580229198808,0.00749580229198808,133.408001044645,133.408001044645,6,FALSE,0.0156101443737663,0.00188264459092052,0,0.0372970072701551,0.444991055012304
"341","digital_spend",16.699968932365,723.953677613092,9.22192807089812e-05,6.96109305397204,9.06732998472633e-05,723.953677613092,9.22192807089812e-05,6.96109305397204,9.06732998472633e-05,TRUE,0.279919317879686,0.279919317879686,9001.90346153846,936197.96,NA,NA,0.0196591025736182,0.0196591025736182,0.67476842978,-0.0635207292212085,-0.275102257630727,-0.260995756841157,0.208934149091215,0.230642902447572,0.258169683512073,0.230642902447572,0.38066498269994,0,59988.9316530411,0.2637338994,227396.58932533,1e-04,"1_33_4",1,33,4,132,5,6.96109305397204,12425.0854851551,3423.18202361665,0.000773291235982924,0.000773291235982924,1293.17384378333,1293.17384378333,6,FALSE,0.0375377491942429,0.00568543774025568,0,0.103142576334221,0.346384711644706
"342","social_spend",317.647693760965,9330.47808643538,0.0011885428645641,89.716135446494,0.00116861791494597,9330.47808643538,0.0011885428645641,89.716135446494,0.00116861791494597,TRUE,0.123629892191629,0.123629892191629,3975.80403846154,413483.62,NA,NA,0.253370942691945,0.253370942691945,0.67476842978,-0.0635207292212085,-0.275102257630727,-0.260995756841157,0.208934149091215,0.230642902447572,0.258169683512073,0.230642902447572,0.38066498269994,0,59988.9316530411,0.2637338994,227396.58932533,1e-04,"1_33_4",1,33,4,132,5,89.716135446494,5074.75704333911,1098.95300487757,0.0225655325510485,0.0225655325510485,44.3153733570332,44.3153733570332,6,FALSE,0.036753673508285,0.00375731759496066,0,0.0799351792160871,0.11056412859705
"343","search_spend",441.444516041374,9405.51004503535,0.00119810064908298,90.4375965868784,0.00117801547101985,9405.51004503535,0.00119810064908298,90.4375965868784,0.00117801547101985,TRUE,0.0923196134107861,0.0923196134107861,2968.89923076923,308765.52,NA,NA,0.25540845008507,0.25540845008507,0.67476842978,-0.0635207292212085,-0.275102257630727,-0.260995756841157,0.208934149091215,0.230642902447572,0.258169683512073,0.230642902447572,0.38066498269994,0,59988.9316530411,0.2637338994,227396.58932533,1e-04,"1_33_4",1,33,4,132,5,90.4375965868784,3824.14749361236,855.248262843131,0.0304616592067513,0.0304616592067513,32.8281527021472,32.8281527021472,6,FALSE,0.0276568631080219,0.00508203760422284,0,0.0863548130962064,0.182195394176245
"344","radio_spend",295.7113774301,5966.6075249221,0.000760043454762554,57.371226201174,0.000747301947497443,5966.6075249221,0.000760043454762554,57.371226201174,0.000747301947497443,TRUE,0.0494500947304111,0.0494500947304111,1590.26173076923,165387.22,NA,NA,0.162024384951953,0.162024384951953,0.67476842978,-0.0635207292212085,-0.275102257630727,-0.260995756841157,0.208934149091215,0.230642902447572,0.258169683512073,0.230642902447572,0.38066498269994,0,59988.9316530411,0.2637338994,227396.58932533,1e-04,"1_33_4",1,33,4,132,5,57.371226201174,3376.52065619676,1786.25892542753,0.0360765936141988,0.0360765936141988,27.7188032410694,27.7188032410694,6,FALSE,0.226378723730707,0.0256281210116516,0,0.521528038146974,0.330803549076507
"345","nps_score",1297.72541908944,66491.7316593139,0.00846990609528142,639.343573647249,0.00832791504283356,66491.7316593139,0.00846990609528142,639.343573647249,0.00832791504283356,TRUE,NA,NA,NA,NA,41.3673076923077,41.3673076923077,NA,NA,0.67476842978,-0.0635207292212085,-0.275102257630727,-0.260995756841157,0.208934149091215,0.230642902447572,0.258169683512073,0.230642902447572,0.38066498269994,0,59988.9316530411,0.2637338994,227396.58932533,1e-04,"1_33_4",1,33,4,132,5,639.343573647249,62.0067474309595,20.6394397386518,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,0.380202366068115
"346","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.63899935019,0.796583709359632,0.343885226124054,0.239030002814187,0.0895673077572853,0.171592905648061,0.192407760235047,0.171592905648061,0.463871776381424,0,9993.19962777887,0.04385051308,227396.58932533,1e-04,"1_35_2",1,35,2,138,3,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"347","trend",0.752596724934885,5530132.20978924,0.704015973561707,53174.3481710504,0.644225670368987,5530132.20978924,0.704015973561707,53174.3481710504,0.644225670368987,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.63899935019,0.796583709359632,0.343885226124054,0.239030002814187,0.0895673077572853,0.171592905648061,0.192407760235047,0.171592905648061,0.463871776381424,0,9993.19962777887,0.04385051308,227396.58932533,1e-04,"1_35_2",1,35,2,138,3,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"348","season",0.673034270559205,755.39100229789,9.61653920246457e-05,7.2633750220951,8.79983075241171e-05,755.39100229789,9.61653920246457e-05,7.2633750220951,8.79983075241171e-05,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.63899935019,0.796583709359632,0.343885226124054,0.239030002814187,0.0895673077572853,0.171592905648061,0.192407760235047,0.171592905648061,0.463871776381424,0,9993.19962777887,0.04385051308,227396.58932533,1e-04,"1_35_2",1,35,2,138,3,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"349","weekday",0.957120240090601,477443.470875354,0.0607811562577095,4590.80260457071,0.0556191657666883,477443.470875354,0.0607811562577095,4590.80260457071,0.0556191657666883,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.63899935019,0.796583709359632,0.343885226124054,0.239030002814187,0.0895673077572853,0.171592905648061,0.192407760235047,0.171592905648061,0.463871776381424,0,9993.19962777887,0.04385051308,227396.58932533,1e-04,"1_35_2",1,35,2,138,3,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"350","holiday",0.530337919273301,-1032.45889656739,-0.000131437645187336,-43.019120690308,-0.000521191567337092,-1032.45889656739,-0.000131437645187336,-43.019120690308,-0.000521191567337092,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.63899935019,0.796583709359632,0.343885226124054,0.239030002814187,0.0895673077572853,0.171592905648061,0.192407760235047,0.171592905648061,0.463871776381424,0,9993.19962777887,0.04385051308,227396.58932533,1e-04,"1_35_2",1,35,2,138,3,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"351","bounce_rate",-15526.2065772364,-732472.084590995,-0.0932476888757339,0,0,-732472.084590995,-0.0932476888757339,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.63899935019,0.796583709359632,0.343885226124054,0.239030002814187,0.0895673077572853,0.171592905648061,0.192407760235047,0.171592905648061,0.463871776381424,0,9993.19962777887,0.04385051308,227396.58932533,1e-04,"1_35_2",1,35,2,138,3,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"352","session_duration",34.9830455747235,663907.53925619,0.0845190485278139,6383.72633900183,0.0773410586429079,663907.53925619,0.0845190485278139,6383.72633900183,0.0773410586429079,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.63899935019,0.796583709359632,0.343885226124054,0.239030002814187,0.0895673077572853,0.171592905648061,0.192407760235047,0.171592905648061,0.463871776381424,0,9993.19962777887,0.04385051308,227396.58932533,1e-04,"1_35_2",1,35,2,138,3,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"353","pages_per_session",2279.8545748347,840833.165744786,0.107042645153568,8084.93428600756,0.0979517829449969,840833.165744786,0.107042645153568,8084.93428600756,0.0979517829449969,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.63899935019,0.796583709359632,0.343885226124054,0.239030002814187,0.0895673077572853,0.171592905648061,0.192407760235047,0.171592905648061,0.463871776381424,0,9993.19962777887,0.04385051308,227396.58932533,1e-04,"1_35_2",1,35,2,138,3,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"354","conversion_rate",63210.2676871029,206210.856275636,0.0262517660035144,1982.79669495804,0.0240222696459905,206210.856275636,0.0262517660035144,1982.79669495804,0.0240222696459905,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.63899935019,0.796583709359632,0.343885226124054,0.239030002814187,0.0895673077572853,0.171592905648061,0.192407760235047,0.171592905648061,0.463871776381424,0,9993.19962777887,0.04385051308,227396.58932533,1e-04,"1_35_2",1,35,2,138,3,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"355","tv_spend",2337.18147783705,27050.7307228058,0.00344370546723284,260.103180026978,0.00315124023672024,27050.7307228058,0.00344370546723284,260.103180026978,0.00315124023672024,TRUE,0.454681081787487,0.454681081787487,14622.0533653846,1520693.55,NA,NA,0.148792295076402,0.148792295076402,0.63899935019,0.796583709359632,0.343885226124054,0.239030002814187,0.0895673077572853,0.171592905648061,0.192407760235047,0.171592905648061,0.463871776381424,0,9993.19962777887,0.04385051308,227396.58932533,1e-04,"1_35_2",1,35,2,138,3,260.103180026978,21386.3837308327,6764.33036544811,0.0177884168199476,0.0177884168199476,56.2163575388351,56.2163575388351,6,FALSE,0.0156101443737663,0.00188264459092052,0,0.0372970072701551,0.0631603294854604
"356","digital_spend",1786.29202589772,66408.1236427793,0.00845411611245353,638.53965041134,0.00773612932724922,66408.1236427793,0.00845411611245353,638.53965041134,0.00773612932724922,TRUE,0.279919317879686,0.279919317879686,9001.90346153846,936197.96,NA,NA,0.365277272166115,0.365277272166115,0.63899935019,0.796583709359632,0.343885226124054,0.239030002814187,0.0895673077572853,0.171592905648061,0.192407760235047,0.171592905648061,0.463871776381424,0,9993.19962777887,0.04385051308,227396.58932533,1e-04,"1_35_2",1,35,2,138,3,638.53965041134,13381.6500758564,4379.74661431791,0.0709338478400224,0.0709338478400224,14.0976421052938,14.0976421052938,6,FALSE,0.0375377491942429,0.00568543774025568,0,0.103142576334221,0.195861097185613
"357","social_spend",442.427209616378,19548.9775394418,0.0024886913969622,187.970937879248,0.00227733310572246,19548.9775394418,0.0024886913969622,187.970937879248,0.00227733310572246,TRUE,0.123629892191629,0.123629892191629,3975.80403846154,413483.62,NA,NA,0.10752897081772,0.10752897081772,0.63899935019,0.796583709359632,0.343885226124054,0.239030002814187,0.0895673077572853,0.171592905648061,0.192407760235047,0.171592905648061,0.463871776381424,0,9993.19962777887,0.04385051308,227396.58932533,1e-04,"1_35_2",1,35,2,138,3,187.970937879248,4485.16472966715,509.36069120561,0.0472787230107006,0.0472787230107006,21.1511634900475,21.1511634900475,6,FALSE,0.036753673508285,0.00375731759496066,0,0.0799351792160871,0.0374844393641491
"358","search_spend",28.5686863396974,580.101900194989,7.38501338734423e-05,5.57790288649028,6.75782280347475e-05,580.101900194989,7.38501338734423e-05,5.57790288649028,6.75782280347475e-05,TRUE,0.0923196134107861,0.0923196134107861,2968.89923076923,308765.52,NA,NA,0.00319084515655707,0.00319084515655707,0.63899935019,0.796583709359632,0.343885226124054,0.239030002814187,0.0895673077572853,0.171592905648061,0.192407760235047,0.171592905648061,0.463871776381424,0,9993.19962777887,0.04385051308,227396.58932533,1e-04,"1_35_2",1,35,2,138,3,5.57790288649028,3750.81565612856,781.916425359325,0.00187877811031163,0.00187877811031163,532.260831926624,532.260831926624,6,FALSE,0.0276568631080219,0.00508203760422284,0,0.0863548130962064,0.147541015090678
"359","radio_spend",3325.51485136423,68214.0251531753,0.00868401721820782,655.904088011301,0.00794650551122105,68214.0251531753,0.00868401721820782,655.904088011301,0.00794650551122105,TRUE,0.0494500947304111,0.0494500947304111,1590.26173076923,165387.22,NA,NA,0.375210616783206,0.375210616783206,0.63899935019,0.796583709359632,0.343885226124054,0.239030002814187,0.0895673077572853,0.171592905648061,0.192407760235047,0.171592905648061,0.463871776381424,0,9993.19962777887,0.04385051308,227396.58932533,1e-04,"1_35_2",1,35,2,138,3,655.904088011301,3251.32043124223,1661.058700473,0.412450400660797,0.412450400660797,2.42453395219856,2.42453395219856,6,FALSE,0.226378723730707,0.0256281210116516,0,0.521528038146974,0.310618857680625
"360","nps_score",17263.3618947632,687543.15541241,0.0875279912958542,6610.99187896548,0.0800944594812949,687543.15541241,0.0875279912958542,6610.99187896548,0.0800944594812949,TRUE,NA,NA,NA,NA,41.3673076923077,41.3673076923077,NA,NA,0.63899935019,0.796583709359632,0.343885226124054,0.239030002814187,0.0895673077572853,0.171592905648061,0.192407760235047,0.171592905648061,0.463871776381424,0,9993.19962777887,0.04385051308,227396.58932533,1e-04,"1_35_2",1,35,2,138,3,6610.99187896548,49.4704460535987,8.103138361291,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,0.136643242615269
"361","(Intercept)",3303.48163036662,343562.089558128,0.0437629704212982,3303.48163036662,0.0428851117096858,343562.089558128,0.0437629704212982,3303.48163036662,0.0428851117096858,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.67615224911,-0.0275486982139137,-0.236500651703357,-0.230350109834868,0.20537030865457,0.227124906797652,0.255013273374322,0.227124906797652,0.280590179088739,0,48563.49147717,0.2134843206,227396.58932533,1e-04,"1_35_4",1,35,4,140,3,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"362","trend",1,7348068.39648115,0.935997625065303,70654.5038123188,0.917222078951728,7348068.39648115,0.935997625065303,70654.5038123188,0.917222078951728,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.67615224911,-0.0275486982139137,-0.236500651703357,-0.230350109834868,0.20537030865457,0.227124906797652,0.255013273374322,0.227124906797652,0.280590179088739,0,48563.49147717,0.2134843206,227396.58932533,1e-04,"1_35_4",1,35,4,140,3,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"363","season",0.0734859744935585,82.4781832898408,1.05060785384035e-05,0.793059454710008,1.02953329587266e-05,82.4781832898408,1.05060785384035e-05,0.793059454710008,1.02953329587266e-05,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.67615224911,-0.0275486982139137,-0.236500651703357,-0.230350109834868,0.20537030865457,0.227124906797652,0.255013273374322,0.227124906797652,0.280590179088739,0,48563.49147717,0.2134843206,227396.58932533,1e-04,"1_35_4",1,35,4,140,3,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"364","weekday",0,0,0,0,0,0,0,0,0,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.67615224911,-0.0275486982139137,-0.236500651703357,-0.230350109834868,0.20537030865457,0.227124906797652,0.255013273374322,0.227124906797652,0.280590179088739,0,48563.49147717,0.2134843206,227396.58932533,1e-04,"1_35_4",1,35,4,140,3,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"365","holiday",0.047500815132969,-92.4743213637029,-1.17793875214065e-05,-3.85309672348762,-5.00201005799608e-05,-92.4743213637029,-1.17793875214065e-05,-3.85309672348762,-5.00201005799608e-05,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.67615224911,-0.0275486982139137,-0.236500651703357,-0.230350109834868,0.20537030865457,0.227124906797652,0.255013273374322,0.227124906797652,0.280590179088739,0,48563.49147717,0.2134843206,227396.58932533,1e-04,"1_35_4",1,35,4,140,3,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"366","bounce_rate",-3412.89595656079,-161008.48609469,-0.0205092756991972,0,0,-161008.48609469,-0.0205092756991972,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0.67615224911,-0.0275486982139137,-0.236500651703357,-0.230350109834868,0.20537030865457,0.227124906797652,0.255013273374322,0.227124906797652,0.280590179088739,0,48563.49147717,0.2134843206,227396.58932533,1e-04,"1_35_4",1,35,4,140,3,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"367","session_duration",4.02635949008917,76412.1698757224,0.00973338919436473,734.732402651177,0.00953814329547967,76412.1698757224,0.00973338919436473,734.732402651177,0.00953814329547967,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.67615224911,-0.0275486982139137,-0.236500651703357,-0.230350109834868,0.20537030865457,0.227124906797652,0.255013273374322,0.227124906797652,0.280590179088739,0,48563.49147717,0.2134843206,227396.58932533,1e-04,"1_35_4",1,35,4,140,3,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"368","pages_per_session",236.568143160852,87248.696879154,0.0111137469961546,838.929777684173,0.0108908119548329,87248.696879154,0.0111137469961546,838.929777684173,0.0108908119548329,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,0.67615224911,-0.0275486982139137,-0.236500651703357,-0.230350109834868,0.20537030865457,0.227124906797652,0.255013273374322,0.227124906797652,0.280590179088739,0,48563.49147717,0.2134843206,227396.58932533,1e-04,"1_35_4",1,35,4,140,3,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
